passo,t,i,j,k,x,y,z,u
0,0,0,0,0,0.00000,0.00000,0.00000,0
0,0,0,0,2,0.00000,0.00000,0.03175,0
0,0,0,0,4,0.00000,0.00000,0.06349,0
0,0,0,0,6,0.00000,0.00000,0.09524,0
0,0,0,0,8,0.00000,0.00000,0.12698,0
0,0,0,0,10,0.00000,0.00000,0.15873,0
0,0,0,0,12,0.00000,0.00000,0.19048,0
0,0,0,0,14,0.00000,0.00000,0.22222,0
0,0,0,0,16,0.00000,0.00000,0.25397,0
0,0,0,0,18,0.00000,0.00000,0.28571,0
0,0,0,0,20,0.00000,0.00000,0.31746,0
0,0,0,0,22,0.00000,0.00000,0.34921,0
0,0,0,0,24,0.00000,0.00000,0.38095,0
0,0,0,0,26,0.00000,0.00000,0.41270,0
0,0,0,0,28,0.00000,0.00000,0.44444,0
0,0,0,0,30,0.00000,0.00000,0.47619,0
0,0,0,0,32,0.00000,0.00000,0.50794,0
0,0,0,0,34,0.00000,0.00000,0.53968,0
0,0,0,0,36,0.00000,0.00000,0.57143,0
0,0,0,0,38,0.00000,0.00000,0.60317,0
0,0,0,0,40,0.00000,0.00000,0.63492,0
0,0,0,0,42,0.00000,0.00000,0.66667,0
0,0,0,0,44,0.00000,0.00000,0.69841,0
0,0,0,0,46,0.00000,0.00000,0.73016,0
0,0,0,0,48,0.00000,0.00000,0.76190,0
0,0,0,0,50,0.00000,0.00000,0.79365,0
0,0,0,0,52,0.00000,0.00000,0.82540,0
0,0,0,0,54,0.00000,0.00000,0.85714,0
0,0,0,0,56,0.00000,0.00000,0.88889,0
0,0,0,0,58,0.00000,0.00000,0.92063,0
0,0,0,0,60,0.00000,0.00000,0.95238,0
0,0,0,0,62,0.00000,0.00000,0.98413,0
0,0,0,2,0,0.00000,0.03175,0.00000,0
0,0,0,2,2,0.00000,0.03175,0.03175,0
0,0,0,2,4,0.00000,0.03175,0.06349,0
0,0,0,2,6,0.00000,0.03175,0.09524,0
0,0,0,2,8,0.00000,0.03175,0.12698,0
0,0,0,2,10,0.00000,0.03175,0.15873,0
0,0,0,2,12,0.00000,0.03175,0.19048,0
0,0,0,2,14,0.00000,0.03175,0.22222,0
0,0,0,2,16,0.00000,0.03175,0.25397,0
0,0,0,2,18,0.00000,0.03175,0.28571,0
0,0,0,2,20,0.00000,0.03175,0.31746,0
0,0,0,2,22,0.00000,0.03175,0.34921,0
0,0,0,2,24,0.00000,0.03175,0.38095,0
0,0,0,2,26,0.00000,0.03175,0.41270,0
0,0,0,2,28,0.00000,0.03175,0.44444,0
0,0,0,2,30,0.00000,0.03175,0.47619,0
0,0,0,2,32,0.00000,0.03175,0.50794,0
0,0,0,2,34,0.00000,0.03175,0.53968,0
0,0,0,2,36,0.00000,0.03175,0.57143,0
0,0,0,2,38,0.00000,0.03175,0.60317,0
0,0,0,2,40,0.00000,0.03175,0.63492,0
0,0,0,2,42,0.00000,0.03175,0.66667,0
0,0,0,2,44,0.00000,0.03175,0.69841,0
0,0,0,2,46,0.00000,0.03175,0.73016,0
0,0,0,2,48,0.00000,0.03175,0.76190,0
0,0,0,2,50,0.00000,0.03175,0.79365,0
0,0,0,2,52,0.00000,0.03175,0.82540,0
0,0,0,2,54,0.00000,0.03175,0.85714,0
0,0,0,2,56,0.00000,0.03175,0.88889,0
0,0,0,2,58,0.00000,0.03175,0.92063,0
0,0,0,2,60,0.00000,0.03175,0.95238,0
0,0,0,2,62,0.00000,0.03175,0.98413,0
0,0,0,4,0,0.00000,0.06349,0.00000,0
0,0,0,4,2,0.00000,0.06349,0.03175,0
0,0,0,4,4,0.00000,0.06349,0.06349,0
0,0,0,4,6,0.00000,0.06349,0.09524,0
0,0,0,4,8,0.00000,0.06349,0.12698,0
0,0,0,4,10,0.00000,0.06349,0.15873,0
0,0,0,4,12,0.00000,0.06349,0.19048,0
0,0,0,4,14,0.00000,0.06349,0.22222,0
0,0,0,4,16,0.00000,0.06349,0.25397,0
0,0,0,4,18,0.00000,0.06349,0.28571,0
0,0,0,4,20,0.00000,0.06349,0.31746,0
0,0,0,4,22,0.00000,0.06349,0.34921,0
0,0,0,4,24,0.00000,0.06349,0.38095,0
0,0,0,4,26,0.00000,0.06349,0.41270,0
0,0,0,4,28,0.00000,0.06349,0.44444,0
0,0,0,4,30,0.00000,0.06349,0.47619,0
0,0,0,4,32,0.00000,0.06349,0.50794,0
0,0,0,4,34,0.00000,0.06349,0.53968,0
0,0,0,4,36,0.00000,0.06349,0.57143,0
0,0,0,4,38,0.00000,0.06349,0.60317,0
0,0,0,4,40,0.00000,0.06349,0.63492,0
0,0,0,4,42,0.00000,0.06349,0.66667,0
0,0,0,4,44,0.00000,0.06349,0.69841,0
0,0,0,4,46,0.00000,0.06349,0.73016,0
0,0,0,4,48,0.00000,0.06349,0.76190,0
0,0,0,4,50,0.00000,0.06349,0.79365,0
0,0,0,4,52,0.00000,0.06349,0.82540,0
0,0,0,4,54,0.00000,0.06349,0.85714,0
0,0,0,4,56,0.00000,0.06349,0.88889,0
0,0,0,4,58,0.00000,0.06349,0.92063,0
0,0,0,4,60,0.00000,0.06349,0.95238,0
0,0,0,4,62,0.00000,0.06349,0.98413,0
0,0,0,6,0,0.00000,0.09524,0.00000,0
0,0,0,6,2,0.00000,0.09524,0.03175,0
0,0,0,6,4,0.00000,0.09524,0.06349,0
0,0,0,6,6,0.00000,0.09524,0.09524,0
0,0,0,6,8,0.00000,0.09524,0.12698,0
0,0,0,6,10,0.00000,0.09524,0.15873,0
0,0,0,6,12,0.00000,0.09524,0.19048,0
0,0,0,6,14,0.00000,0.09524,0.22222,0
0,0,0,6,16,0.00000,0.09524,0.25397,0
0,0,0,6,18,0.00000,0.09524,0.28571,0
0,0,0,6,20,0.00000,0.09524,0.31746,0
0,0,0,6,22,0.00000,0.09524,0.34921,0
0,0,0,6,24,0.00000,0.09524,0.38095,0
0,0,0,6,26,0.00000,0.09524,0.41270,0
0,0,0,6,28,0.00000,0.09524,0.44444,0
0,0,0,6,30,0.00000,0.09524,0.47619,0
0,0,0,6,32,0.00000,0.09524,0.50794,0
0,0,0,6,34,0.00000,0.09524,0.53968,0
0,0,0,6,36,0.00000,0.09524,0.57143,0
0,0,0,6,38,0.00000,0.09524,0.60317,0
0,0,0,6,40,0.00000,0.09524,0.63492,0
0,0,0,6,42,0.00000,0.09524,0.66667,0
0,0,0,6,44,0.00000,0.09524,0.69841,0
0,0,0,6,46,0.00000,0.09524,0.73016,0
0,0,0,6,48,0.00000,0.09524,0.76190,0
0,0,0,6,50,0.00000,0.09524,0.79365,0
0,0,0,6,52,0.00000,0.09524,0.82540,0
0,0,0,6,54,0.00000,0.09524,0.85714,0
0,0,0,6,56,0.00000,0.09524,0.88889,0
0,0,0,6,58,0.00000,0.09524,0.92063,0
0,0,0,6,60,0.00000,0.09524,0.95238,0
0,0,0,6,62,0.00000,0.09524,0.98413,0
0,0,0,8,0,0.00000,0.12698,0.00000,0
0,0,0,8,2,0.00000,0.12698,0.03175,0
0,0,0,8,4,0.00000,0.12698,0.06349,0
0,0,0,8,6,0.00000,0.12698,0.09524,0
0,0,0,8,8,0.00000,0.12698,0.12698,0
0,0,0,8,10,0.00000,0.12698,0.15873,0
0,0,0,8,12,0.00000,0.12698,0.19048,0
0,0,0,8,14,0.00000,0.12698,0.22222,0
0,0,0,8,16,0.00000,0.12698,0.25397,0
0,0,0,8,18,0.00000,0.12698,0.28571,0
0,0,0,8,20,0.00000,0.12698,0.31746,0
0,0,0,8,22,0.00000,0.12698,0.34921,0
0,0,0,8,24,0.00000,0.12698,0.38095,0
0,0,0,8,26,0.00000,0.12698,0.41270,0
0,0,0,8,28,0.00000,0.12698,0.44444,0
0,0,0,8,30,0.00000,0.12698,0.47619,0
0,0,0,8,32,0.00000,0.12698,0.50794,0
0,0,0,8,34,0.00000,0.12698,0.53968,0
0,0,0,8,36,0.00000,0.12698,0.57143,0
0,0,0,8,38,0.00000,0.12698,0.60317,0
0,0,0,8,40,0.00000,0.12698,0.63492,0
0,0,0,8,42,0.00000,0.12698,0.66667,0
0,0,0,8,44,0.00000,0.12698,0.69841,0
0,0,0,8,46,0.00000,0.12698,0.73016,0
0,0,0,8,48,0.00000,0.12698,0.76190,0
0,0,0,8,50,0.00000,0.12698,0.79365,0
0,0,0,8,52,0.00000,0.12698,0.82540,0
0,0,0,8,54,0.00000,0.12698,0.85714,0
0,0,0,8,56,0.00000,0.12698,0.88889,0
0,0,0,8,58,0.00000,0.12698,0.92063,0
0,0,0,8,60,0.00000,0.12698,0.95238,0
0,0,0,8,62,0.00000,0.12698,0.98413,0
0,0,0,10,0,0.00000,0.15873,0.00000,0
0,0,0,10,2,0.00000,0.15873,0.03175,0
0,0,0,10,4,0.00000,0.15873,0.06349,0
0,0,0,10,6,0.00000,0.15873,0.09524,0
0,0,0,10,8,0.00000,0.15873,0.12698,0
0,0,0,10,10,0.00000,0.15873,0.15873,0
0,0,0,10,12,0.00000,0.15873,0.19048,0
0,0,0,10,14,0.00000,0.15873,0.22222,0
0,0,0,10,16,0.00000,0.15873,0.25397,0
0,0,0,10,18,0.00000,0.15873,0.28571,0
0,0,0,10,20,0.00000,0.15873,0.31746,0
0,0,0,10,22,0.00000,0.15873,0.34921,0
0,0,0,10,24,0.00000,0.15873,0.38095,0
0,0,0,10,26,0.00000,0.15873,0.41270,0
0,0,0,10,28,0.00000,0.15873,0.44444,0
0,0,0,10,30,0.00000,0.15873,0.47619,0
0,0,0,10,32,0.00000,0.15873,0.50794,0
0,0,0,10,34,0.00000,0.15873,0.53968,0
0,0,0,10,36,0.00000,0.15873,0.57143,0
0,0,0,10,38,0.00000,0.15873,0.60317,0
0,0,0,10,40,0.00000,0.15873,0.63492,0
0,0,0,10,42,0.00000,0.15873,0.66667,0
0,0,0,10,44,0.00000,0.15873,0.69841,0
0,0,0,10,46,0.00000,0.15873,0.73016,0
0,0,0,10,48,0.00000,0.15873,0.76190,0
0,0,0,10,50,0.00000,0.15873,0.79365,0
0,0,0,10,52,0.00000,0.15873,0.82540,0
0,0,0,10,54,0.00000,0.15873,0.85714,0
0,0,0,10,56,0.00000,0.15873,0.88889,0
0,0,0,10,58,0.00000,0.15873,0.92063,0
0,0,0,10,60,0.00000,0.15873,0.95238,0
0,0,0,10,62,0.00000,0.15873,0.98413,0
0,0,0,12,0,0.00000,0.19048,0.00000,0
0,0,0,12,2,0.00000,0.19048,0.03175,0
0,0,0,12,4,0.00000,0.19048,0.06349,0
0,0,0,12,6,0.00000,0.19048,0.09524,0
0,0,0,12,8,0.00000,0.19048,0.12698,0
0,0,0,12,10,0.00000,0.19048,0.15873,0
0,0,0,12,12,0.00000,0.19048,0.19048,0
0,0,0,12,14,0.00000,0.19048,0.22222,0
0,0,0,12,16,0.00000,0.19048,0.25397,0
0,0,0,12,18,0.00000,0.19048,0.28571,0
0,0,0,12,20,0.00000,0.19048,0.31746,0
0,0,0,12,22,0.00000,0.19048,0.34921,0
0,0,0,12,24,0.00000,0.19048,0.38095,0
0,0,0,12,26,0.00000,0.19048,0.41270,0
0,0,0,12,28,0.00000,0.19048,0.44444,0
0,0,0,12,30,0.00000,0.19048,0.47619,0
0,0,0,12,32,0.00000,0.19048,0.50794,0
0,0,0,12,34,0.00000,0.19048,0.53968,0
0,0,0,12,36,0.00000,0.19048,0.57143,0
0,0,0,12,38,0.00000,0.19048,0.60317,0
0,0,0,12,40,0.00000,0.19048,0.63492,0
0,0,0,12,42,0.00000,0.19048,0.66667,0
0,0,0,12,44,0.00000,0.19048,0.69841,0
0,0,0,12,46,0.00000,0.19048,0.73016,0
0,0,0,12,48,0.00000,0.19048,0.76190,0
0,0,0,12,50,0.00000,0.19048,0.79365,0
0,0,0,12,52,0.00000,0.19048,0.82540,0
0,0,0,12,54,0.00000,0.19048,0.85714,0
0,0,0,12,56,0.00000,0.19048,0.88889,0
0,0,0,12,58,0.00000,0.19048,0.92063,0
0,0,0,12,60,0.00000,0.19048,0.95238,0
0,0,0,12,62,0.00000,0.19048,0.98413,0
0,0,0,14,0,0.00000,0.22222,0.00000,0
0,0,0,14,2,0.00000,0.22222,0.03175,0
0,0,0,14,4,0.00000,0.22222,0.06349,0
0,0,0,14,6,0.00000,0.22222,0.09524,0
0,0,0,14,8,0.00000,0.22222,0.12698,0
0,0,0,14,10,0.00000,0.22222,0.15873,0
0,0,0,14,12,0.00000,0.22222,0.19048,0
0,0,0,14,14,0.00000,0.22222,0.22222,0
0,0,0,14,16,0.00000,0.22222,0.25397,0
0,0,0,14,18,0.00000,0.22222,0.28571,0
0,0,0,14,20,0.00000,0.22222,0.31746,0
0,0,0,14,22,0.00000,0.22222,0.34921,0
0,0,0,14,24,0.00000,0.22222,0.38095,0
0,0,0,14,26,0.00000,0.22222,0.41270,0
0,0,0,14,28,0.00000,0.22222,0.44444,0
0,0,0,14,30,0.00000,0.22222,0.47619,0
0,0,0,14,32,0.00000,0.22222,0.50794,0
0,0,0,14,34,0.00000,0.22222,0.53968,0
0,0,0,14,36,0.00000,0.22222,0.57143,0
0,0,0,14,38,0.00000,0.22222,0.60317,0
0,0,0,14,40,0.00000,0.22222,0.63492,0
0,0,0,14,42,0.00000,0.22222,0.66667,0
0,0,0,14,44,0.00000,0.22222,0.69841,0
0,0,0,14,46,0.00000,0.22222,0.73016,0
0,0,0,14,48,0.00000,0.22222,0.76190,0
0,0,0,14,50,0.00000,0.22222,0.79365,0
0,0,0,14,52,0.00000,0.22222,0.82540,0
0,0,0,14,54,0.00000,0.22222,0.85714,0
0,0,0,14,56,0.00000,0.22222,0.88889,0
0,0,0,14,58,0.00000,0.22222,0.92063,0
0,0,0,14,60,0.00000,0.22222,0.95238,0
0,0,0,14,62,0.00000,0.22222,0.98413,0
0,0,0,16,0,0.00000,0.25397,0.00000,0
0,0,0,16,2,0.00000,0.25397,0.03175,0
0,0,0,16,4,0.00000,0.25397,0.06349,0
0,0,0,16,6,0.00000,0.25397,0.09524,0
0,0,0,16,8,0.00000,0.25397,0.12698,0
0,0,0,16,10,0.00000,0.25397,0.15873,0
0,0,0,16,12,0.00000,0.25397,0.19048,0
0,0,0,16,14,0.00000,0.25397,0.22222,0
0,0,0,16,16,0.00000,0.25397,0.25397,0
0,0,0,16,18,0.00000,0.25397,0.28571,0
0,0,0,16,20,0.00000,0.25397,0.31746,0
0,0,0,16,22,0.00000,0.25397,0.34921,0
0,0,0,16,24,0.00000,0.25397,0.38095,0
0,0,0,16,26,0.00000,0.25397,0.41270,0
0,0,0,16,28,0.00000,0.25397,0.44444,0
0,0,0,16,30,0.00000,0.25397,0.47619,0
0,0,0,16,32,0.00000,0.25397,0.50794,0
0,0,0,16,34,0.00000,0.25397,0.53968,0
0,0,0,16,36,0.00000,0.25397,0.57143,0
0,0,0,16,38,0.00000,0.25397,0.60317,0
0,0,0,16,40,0.00000,0.25397,0.63492,0
0,0,0,16,42,0.00000,0.25397,0.66667,0
0,0,0,16,44,0.00000,0.25397,0.69841,0
0,0,0,16,46,0.00000,0.25397,0.73016,0
0,0,0,16,48,0.00000,0.25397,0.76190,0
0,0,0,16,50,0.00000,0.25397,0.79365,0
0,0,0,16,52,0.00000,0.25397,0.82540,0
0,0,0,16,54,0.00000,0.25397,0.85714,0
0,0,0,16,56,0.00000,0.25397,0.88889,0
0,0,0,16,58,0.00000,0.25397,0.92063,0
0,0,0,16,60,0.00000,0.25397,0.95238,0
0,0,0,16,62,0.00000,0.25397,0.98413,0
0,0,0,18,0,0.00000,0.28571,0.00000,0
0,0,0,18,2,0.00000,0.28571,0.03175,0
0,0,0,18,4,0.00000,0.28571,0.06349,0
0,0,0,18,6,0.00000,0.28571,0.09524,0
0,0,0,18,8,0.00000,0.28571,0.12698,0
0,0,0,18,10,0.00000,0.28571,0.15873,0
0,0,0,18,12,0.00000,0.28571,0.19048,0
0,0,0,18,14,0.00000,0.28571,0.22222,0
0,0,0,18,16,0.00000,0.28571,0.25397,0
0,0,0,18,18,0.00000,0.28571,0.28571,0
0,0,0,18,20,0.00000,0.28571,0.31746,0
0,0,0,18,22,0.00000,0.28571,0.34921,0
0,0,0,18,24,0.00000,0.28571,0.38095,0
0,0,0,18,26,0.00000,0.28571,0.41270,0
0,0,0,18,28,0.00000,0.28571,0.44444,0
0,0,0,18,30,0.00000,0.28571,0.47619,0
0,0,0,18,32,0.00000,0.28571,0.50794,0
0,0,0,18,34,0.00000,0.28571,0.53968,0
0,0,0,18,36,0.00000,0.28571,0.57143,0
0,0,0,18,38,0.00000,0.28571,0.60317,0
0,0,0,18,40,0.00000,0.28571,0.63492,0
0,0,0,18,42,0.00000,0.28571,0.66667,0
0,0,0,18,44,0.00000,0.28571,0.69841,0
0,0,0,18,46,0.00000,0.28571,0.73016,0
0,0,0,18,48,0.00000,0.28571,0.76190,0
0,0,0,18,50,0.00000,0.28571,0.79365,0
0,0,0,18,52,0.00000,0.28571,0.82540,0
0,0,0,18,54,0.00000,0.28571,0.85714,0
0,0,0,18,56,0.00000,0.28571,0.88889,0
0,0,0,18,58,0.00000,0.28571,0.92063,0
0,0,0,18,60,0.00000,0.28571,0.95238,0
0,0,0,18,62,0.00000,0.28571,0.98413,0
0,0,0,20,0,0.00000,0.31746,0.00000,0
0,0,0,20,2,0.00000,0.31746,0.03175,0
0,0,0,20,4,0.00000,0.31746,0.06349,0
0,0,0,20,6,0.00000,0.31746,0.09524,0
0,0,0,20,8,0.00000,0.31746,0.12698,0
0,0,0,20,10,0.00000,0.31746,0.15873,0
0,0,0,20,12,0.00000,0.31746,0.19048,0
0,0,0,20,14,0.00000,0.31746,0.22222,0
0,0,0,20,16,0.00000,0.31746,0.25397,0
0,0,0,20,18,0.00000,0.31746,0.28571,0
0,0,0,20,20,0.00000,0.31746,0.31746,0
0,0,0,20,22,0.00000,0.31746,0.34921,0
0,0,0,20,24,0.00000,0.31746,0.38095,0
0,0,0,20,26,0.00000,0.31746,0.41270,0
0,0,0,20,28,0.00000,0.31746,0.44444,0
0,0,0,20,30,0.00000,0.31746,0.47619,0
0,0,0,20,32,0.00000,0.31746,0.50794,0
0,0,0,20,34,0.00000,0.31746,0.53968,0
0,0,0,20,36,0.00000,0.31746,0.57143,0
0,0,0,20,38,0.00000,0.31746,0.60317,0
0,0,0,20,40,0.00000,0.31746,0.63492,0
0,0,0,20,42,0.00000,0.31746,0.66667,0
0,0,0,20,44,0.00000,0.31746,0.69841,0
0,0,0,20,46,0.00000,0.31746,0.73016,0
0,0,0,20,48,0.00000,0.31746,0.76190,0
0,0,0,20,50,0.00000,0.31746,0.79365,0
0,0,0,20,52,0.00000,0.31746,0.82540,0
0,0,0,20,54,0.00000,0.31746,0.85714,0
0,0,0,20,56,0.00000,0.31746,0.88889,0
0,0,0,20,58,0.00000,0.31746,0.92063,0
0,0,0,20,60,0.00000,0.31746,0.95238,0
0,0,0,20,62,0.00000,0.31746,0.98413,0
0,0,0,22,0,0.00000,0.34921,0.00000,0
0,0,0,22,2,0.00000,0.34921,0.03175,0
0,0,0,22,4,0.00000,0.34921,0.06349,0
0,0,0,22,6,0.00000,0.34921,0.09524,0
0,0,0,22,8,0.00000,0.34921,0.12698,0
0,0,0,22,10,0.00000,0.34921,0.15873,0
0,0,0,22,12,0.00000,0.34921,0.19048,0
0,0,0,22,14,0.00000,0.34921,0.22222,0
0,0,0,22,16,0.00000,0.34921,0.25397,0
0,0,0,22,18,0.00000,0.34921,0.28571,0
0,0,0,22,20,0.00000,0.34921,0.31746,0
0,0,0,22,22,0.00000,0.34921,0.34921,0
0,0,0,22,24,0.00000,0.34921,0.38095,0
0,0,0,22,26,0.00000,0.34921,0.41270,0
0,0,0,22,28,0.00000,0.34921,0.44444,0
0,0,0,22,30,0.00000,0.34921,0.47619,0
0,0,0,22,32,0.00000,0.34921,0.50794,0
0,0,0,22,34,0.00000,0.34921,0.53968,0
0,0,0,22,36,0.00000,0.34921,0.57143,0
0,0,0,22,38,0.00000,0.34921,0.60317,0
0,0,0,22,40,0.00000,0.34921,0.63492,0
0,0,0,22,42,0.00000,0.34921,0.66667,0
0,0,0,22,44,0.00000,0.34921,0.69841,0
0,0,0,22,46,0.00000,0.34921,0.73016,0
0,0,0,22,48,0.00000,0.34921,0.76190,0
0,0,0,22,50,0.00000,0.34921,0.79365,0
0,0,0,22,52,0.00000,0.34921,0.82540,0
0,0,0,22,54,0.00000,0.34921,0.85714,0
0,0,0,22,56,0.00000,0.34921,0.88889,0
0,0,0,22,58,0.00000,0.34921,0.92063,0
0,0,0,22,60,0.00000,0.34921,0.95238,0
0,0,0,22,62,0.00000,0.34921,0.98413,0
0,0,0,24,0,0.00000,0.38095,0.00000,0
0,0,0,24,2,0.00000,0.38095,0.03175,0
0,0,0,24,4,0.00000,0.38095,0.06349,0
0,0,0,24,6,0.00000,0.38095,0.09524,0
0,0,0,24,8,0.00000,0.38095,0.12698,0
0,0,0,24,10,0.00000,0.38095,0.15873,0
0,0,0,24,12,0.00000,0.38095,0.19048,0
0,0,0,24,14,0.00000,0.38095,0.22222,0
0,0,0,24,16,0.00000,0.38095,0.25397,0
0,0,0,24,18,0.00000,0.38095,0.28571,0
0,0,0,24,20,0.00000,0.38095,0.31746,0
0,0,0,24,22,0.00000,0.38095,0.34921,0
0,0,0,24,24,0.00000,0.38095,0.38095,0
0,0,0,24,26,0.00000,0.38095,0.41270,0
0,0,0,24,28,0.00000,0.38095,0.44444,0
0,0,0,24,30,0.00000,0.38095,0.47619,0
0,0,0,24,32,0.00000,0.38095,0.50794,0
0,0,0,24,34,0.00000,0.38095,0.53968,0
0,0,0,24,36,0.00000,0.38095,0.57143,0
0,0,0,24,38,0.00000,0.38095,0.60317,0
0,0,0,24,40,0.00000,0.38095,0.63492,0
0,0,0,24,42,0.00000,0.38095,0.66667,0
0,0,0,24,44,0.00000,0.38095,0.69841,0
0,0,0,24,46,0.00000,0.38095,0.73016,0
0,0,0,24,48,0.00000,0.38095,0.76190,0
0,0,0,24,50,0.00000,0.38095,0.79365,0
0,0,0,24,52,0.00000,0.38095,0.82540,0
0,0,0,24,54,0.00000,0.38095,0.85714,0
0,0,0,24,56,0.00000,0.38095,0.88889,0
0,0,0,24,58,0.00000,0.38095,0.92063,0
0,0,0,24,60,0.00000,0.38095,0.95238,0
0,0,0,24,62,0.00000,0.38095,0.98413,0
0,0,0,26,0,0.00000,0.41270,0.00000,0
0,0,0,26,2,0.00000,0.41270,0.03175,0
0,0,0,26,4,0.00000,0.41270,0.06349,0
0,0,0,26,6,0.00000,0.41270,0.09524,0
0,0,0,26,8,0.00000,0.41270,0.12698,0
0,0,0,26,10,0.00000,0.41270,0.15873,0
0,0,0,26,12,0.00000,0.41270,0.19048,0
0,0,0,26,14,0.00000,0.41270,0.22222,0
0,0,0,26,16,0.00000,0.41270,0.25397,0
0,0,0,26,18,0.00000,0.41270,0.28571,0
0,0,0,26,20,0.00000,0.41270,0.31746,0
0,0,0,26,22,0.00000,0.41270,0.34921,0
0,0,0,26,24,0.00000,0.41270,0.38095,0
0,0,0,26,26,0.00000,0.41270,0.41270,0
0,0,0,26,28,0.00000,0.41270,0.44444,0
0,0,0,26,30,0.00000,0.41270,0.47619,0
0,0,0,26,32,0.00000,0.41270,0.50794,0
0,0,0,26,34,0.00000,0.41270,0.53968,0
0,0,0,26,36,0.00000,0.41270,0.57143,0
0,0,0,26,38,0.00000,0.41270,0.60317,0
0,0,0,26,40,0.00000,0.41270,0.63492,0
0,0,0,26,42,0.00000,0.41270,0.66667,0
0,0,0,26,44,0.00000,0.41270,0.69841,0
0,0,0,26,46,0.00000,0.41270,0.73016,0
0,0,0,26,48,0.00000,0.41270,0.76190,0
0,0,0,26,50,0.00000,0.41270,0.79365,0
0,0,0,26,52,0.00000,0.41270,0.82540,0
0,0,0,26,54,0.00000,0.41270,0.85714,0
0,0,0,26,56,0.00000,0.41270,0.88889,0
0,0,0,26,58,0.00000,0.41270,0.92063,0
0,0,0,26,60,0.00000,0.41270,0.95238,0
0,0,0,26,62,0.00000,0.41270,0.98413,0
0,0,0,28,0,0.00000,0.44444,0.00000,0
0,0,0,28,2,0.00000,0.44444,0.03175,0
0,0,0,28,4,0.00000,0.44444,0.06349,0
0,0,0,28,6,0.00000,0.44444,0.09524,0
0,0,0,28,8,0.00000,0.44444,0.12698,0
0,0,0,28,10,0.00000,0.44444,0.15873,0
0,0,0,28,12,0.00000,0.44444,0.19048,0
0,0,0,28,14,0.00000,0.44444,0.22222,0
0,0,0,28,16,0.00000,0.44444,0.25397,0
0,0,0,28,18,0.00000,0.44444,0.28571,0
0,0,0,28,20,0.00000,0.44444,0.31746,0
0,0,0,28,22,0.00000,0.44444,0.34921,0
0,0,0,28,24,0.00000,0.44444,0.38095,0
0,0,0,28,26,0.00000,0.44444,0.41270,0
0,0,0,28,28,0.00000,0.44444,0.44444,0
0,0,0,28,30,0.00000,0.44444,0.47619,0
0,0,0,28,32,0.00000,0.44444,0.50794,0
0,0,0,28,34,0.00000,0.44444,0.53968,0
0,0,0,28,36,0.00000,0.44444,0.57143,0
0,0,0,28,38,0.00000,0.44444,0.60317,0
0,0,0,28,40,0.00000,0.44444,0.63492,0
0,0,0,28,42,0.00000,0.44444,0.66667,0
0,0,0,28,44,0.00000,0.44444,0.69841,0
0,0,0,28,46,0.00000,0.44444,0.73016,0
0,0,0,28,48,0.00000,0.44444,0.76190,0
0,0,0,28,50,0.00000,0.44444,0.79365,0
0,0,0,28,52,0.00000,0.44444,0.82540,0
0,0,0,28,54,0.00000,0.44444,0.85714,0
0,0,0,28,56,0.00000,0.44444,0.88889,0
0,0,0,28,58,0.00000,0.44444,0.92063,0
0,0,0,28,60,0.00000,0.44444,0.95238,0
0,0,0,28,62,0.00000,0.44444,0.98413,0
0,0,0,30,0,0.00000,0.47619,0.00000,0
0,0,0,30,2,0.00000,0.47619,0.03175,0
0,0,0,30,4,0.00000,0.47619,0.06349,0
0,0,0,30,6,0.00000,0.47619,0.09524,0
0,0,0,30,8,0.00000,0.47619,0.12698,0
0,0,0,30,10,0.00000,0.47619,0.15873,0
0,0,0,30,12,0.00000,0.47619,0.19048,0
0,0,0,30,14,0.00000,0.47619,0.22222,0
0,0,0,30,16,0.00000,0.47619,0.25397,0
0,0,0,30,18,0.00000,0.47619,0.28571,0
0,0,0,30,20,0.00000,0.47619,0.31746,0
0,0,0,30,22,0.00000,0.47619,0.34921,0
0,0,0,30,24,0.00000,0.47619,0.38095,0
0,0,0,30,26,0.00000,0.47619,0.41270,0
0,0,0,30,28,0.00000,0.47619,0.44444,0
0,0,0,30,30,0.00000,0.47619,0.47619,0
0,0,0,30,32,0.00000,0.47619,0.50794,0
0,0,0,30,34,0.00000,0.47619,0.53968,0
0,0,0,30,36,0.00000,0.47619,0.57143,0
0,0,0,30,38,0.00000,0.47619,0.60317,0
0,0,0,30,40,0.00000,0.47619,0.63492,0
0,0,0,30,42,0.00000,0.47619,0.66667,0
0,0,0,30,44,0.00000,0.47619,0.69841,0
0,0,0,30,46,0.00000,0.47619,0.73016,0
0,0,0,30,48,0.00000,0.47619,0.76190,0
0,0,0,30,50,0.00000,0.47619,0.79365,0
0,0,0,30,52,0.00000,0.47619,0.82540,0
0,0,0,30,54,0.00000,0.47619,0.85714,0
0,0,0,30,56,0.00000,0.47619,0.88889,0
0,0,0,30,58,0.00000,0.47619,0.92063,0
0,0,0,30,60,0.00000,0.47619,0.95238,0
0,0,0,30,62,0.00000,0.47619,0.98413,0
0,0,0,32,0,0.00000,0.50794,0.00000,0
0,0,0,32,2,0.00000,0.50794,0.03175,0
0,0,0,32,4,0.00000,0.50794,0.06349,0
0,0,0,32,6,0.00000,0.50794,0.09524,0
0,0,0,32,8,0.00000,0.50794,0.12698,0
